GeoRefNo,ClassPr_S,ClassSc_S,MA_Zip1,PA-Strt,LndAc_S,ImpAc_S,OthAc_S,TtlVal_AsrYr,Neighborhood,LotArea,ParType,BldgNo_S,DwlgNo_S,YrBuilt,Foundation,RoofMatl,Ext1,Ext2,MasVnrType,Heating,Central Air,GLA,TtlBsmtSF,TotRmsAbvGrd,NmbrBRs,Fireplaces,PoolArea,GarageType,GarYrBlt,Cars,GarageArea,YrSold_YYYY,MoSold_MM,SalePrice,SaleType,SaleCond
535451220,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,CARROLL,28800,0,86300,115100,N Ames,7200,Dwg&Lot,0,1,1951,Slab,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1051,0,7,3,0,0,Detachd,1951,2,420,2018,1,125000,COD/Est,Normal
535451240,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,CARROLL,30100,0,90400,120500,N Ames,7200,Dwg&Lot,0,1,1951,C'Block,CompShg,WdShing,Wd Shng,Stone,GasFWA,Yes,977,0,6,2,0,0,Detachd,1951,2,420,2018,2,118000,WRDConv,Normal
535452160,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,STAFFORD,35900,0,107600,143500,N Ames,7200,Dwg&Lot,0,1,1951,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,944,720,5,2,0,0,Detachd,1975,1,308,2018,2,143000,WRDConv,Normal
535452170,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,STAFFORD,34200,0,102700,136900,N Ames,7200,Dwg&Lot,0,1,1951,C'Block,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,864,864,5,2,0,0,Detachd,2010,1,288,2017,11,159000,WRDConv,Normal
535452230,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,STAFFORD,34600,0,103600,138200,N Ames,7200,Dwg&Lot,0,1,1950,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,894,894,5,2,1,0,Detachd,1950,1,280,2018,1,110000,Other,Abnorml
535453100,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010,GLENDALE,40200,0,120400,160600,N Ames,8000,Dwg&Lot,0,1,1959,C'Block,CompShg,BrkFace,Plywood,None,GasFWA,Yes,1183,528,6,3,0,0,Attachd,1959,1,288,2017,11,170000,WRDConv,Normal
535453150,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MAXWELL,40600,0,121600,162200,N Ames,7315,Dwg&Lot,0,1,1958,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1170,1170,6,3,1,0,Attachd,1958,1,338,2017,12,177000,WRDConv,Normal
535453190,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MAXWELL,36100,0,108400,144500,N Ames,7924,Dwg&Lot,0,1,1957,C'Block,CompShg,BrkFace,Wd Sdng,None,GasFWA,Yes,1053,1053,6,3,0,0,Attachd,1957,1,273,2018,11,140000,WRDConv,Normal
535453230,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50010,MAXWELL,48800,0,146300,195100,N Ames,9180,Dwg&Lot,0,1,1961,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,No,1982,1862,10,7,0,0,Detachd,1961,1,336,2016,5,180000,WRDConv,Normal
535454020,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,14TH,43200,0,129600,172800,N Ames,10800,Dwg&Lot,0,1,1949,C'Block,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,1691,825,6,4,1,0,Detachd,1949,1,240,2016,5,204500,WRDConv,Normal
535454070,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,13TH,48100,0,144400,192500,N Ames,8520,Dwg&Lot,0,1,1952,C'Block,CompShg,BrkFace,HdBoard,None,GasFWA,Yes,1380,910,6,4,0,0,Detachd,2000,2,720,2017,1,199000,WRDConv,Normal
535454080,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,13TH,49700,0,149100,198800,N Ames,8544,Dwg&Lot,0,1,1948,C'Block,CompShg,CemntBd,CmentBd,BrkFace,GasFWA,Yes,1781,966,6,3,1,0,Attachd,1948,2,400,2018,5,211000,WRDConv,Normal
535454120,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,DUFF,39900,0,119700,159600,N Ames,8064,Dwg&Lot,0,1,1949,C'Block,CompShg,MetalSd,MetalSd,Stone,GasFWA,Yes,1378,898,7,3,0,0,Attachd,1949,1,246,2016,2,155500,WRDConv,Normal
535455040,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,STAFFORD,44000,0,132000,176000,N Ames,7200,Dwg&Lot,0,1,1954,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1350,870,6,3,0,0,Attachd,1954,1,240,2017,8,197500,WRDConv,Normal
535455060,RESIDENTIAL,1-1/2 STORY - UNFINISHED ALL AGES,50010,STAFFORD,37700,0,112900,150600,N Ames,6390,Dwg&Lot,0,1,1954,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1360,984,4,33,0,0,Detachd,1954,1,280,2016,5,178500,WRDConv,Normal
535455080,RESIDENTIAL,1-1/2 STORY - UNFINISHED ALL AGES,50010,13TH,31400,0,94100,125500,N Ames,7227,Dwg&Lot,0,1,1954,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,832,832,4,2,0,0,Detachd,1962,2,528,2017,12,152500,WRDConv,Normal
535456020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MAXWELL,42100,0,126100,168200,N Ames,7945,Dwg&Lot,0,1,1959,C'Block,CompShg,BrkFace,Wd Sdng,None,GasFWA,Yes,1150,1150,6,3,0,0,Attachd,1959,1,300,2018,12,165000,WRDConv,Normal
535456070,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,STAFFORD,44800,0,134200,179000,N Ames,7200,Dwg&Lot,0,1,1955,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1588,768,6,3,0,0,Detachd,1955,2,480,2018,2,186500,WRDConv,Normal
535456080,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,STAFFORD,38400,0,115300,153700,N Ames,7200,Dwg&Lot,0,1,1955,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1426,821,7,4,0,0,Attachd,1989,1,322,2017,5,178900,WRDConv,Normal
535456090,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,STAFFORD,37300,0,111700,149000,N Ames,7200,Dwg&Lot,0,1,1955,C'Block,CompShg,AsbShng,HdBoard,None,GasFWA,Yes,1135,784,6,3,0,0,Detachd,1953,1,352,2016,1,138000,COD/Est,Abnorml
535456100,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,STAFFORD,32300,0,96800,129100,N Ames,7200,Dwg&Lot,0,1,1954,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,825,825,4,2,0,0,Attachd,1954,1,350,2018,8,142500,WRDConv,Normal
535457060,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MAXWELL,39900,0,119700,159600,N Ames,7000,Dwg&Lot,0,1,1961,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1025,1025,5,3,0,0,Attachd,1961,1,300,2018,2,162500,WRDConv,Normal
535475110,RESIDENTIAL,2-STORY 1946 & NEWER,50010,LINDEN,55700,0,167200,222900,N Ames,7300,Dwg&Lot,0,1,1962,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,2045,780,8,4,1,0,Attachd,1962,2,442,2018,2,222500,WRDConv,Normal
535475170,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,GLENDALE,40500,0,121500,162000,N Ames,7000,Dwg&Lot,0,1,1959,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1296,1296,6,3,0,0,Attachd,1959,1,270,2017,8,172000,WRDConv,Normal
535476130,RESIDENTIAL,2-STORY 1946 & NEWER,50010,MEADOWLANE,62400,0,187100,249500,N Ames,8662,Dwg&Lot,0,1,1966,P'Conc,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,2305,756,9,4,2,0,Attachd,1966,2,442,2016,8,245000,WRDConv,Normal
535476330,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,LINDEN,44800,0,134400,179200,N Ames,9760,Dwg&Lot,0,1,1963,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,958,970,5,3,2,0,Attachd,1963,2,440,2016,11,194000,WRDConv,Normal
535476340,RESIDENTIAL,2-STORY 1946 & NEWER,50010,LINDEN,47000,0,141000,188000,N Ames,9760,Dwg&Lot,0,1,1963,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1617,792,8,4,1,0,Attachd,1963,2,451,2017,2,185000,COD/Est,Abnorml
535477050,RESIDENTIAL,2-STORY 1946 & NEWER,50010,MEADOWLANE,51800,0,155500,207300,N Ames,7590,Dwg&Lot,0,1,1966,C'Block,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,1839,756,8,4,1,0,Attachd,1966,2,442,2019,3,224900,WRDConv,Normal
535477150,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MEADOWLANE,32700,0,98100,130800,N Ames,6600,Dwg&Lot,0,1,1962,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,894,894,5,2,0,0,Detachd,1962,1,308,2016,6,146500,WRDConv,Normal
535477180,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MEADOWLANE,35500,0,106500,142000,N Ames,6600,Dwg&Lot,0,1,1962,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,864,864,5,2,0,0,Detachd,1962,1,294,2016,5,140000,WRDConv,Normal
535477190,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,MEADOWLANE,40900,0,122500,163400,N Ames,7700,Dwg&Lot,0,1,1962,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1055,1055,5,3,1,0,Attachd,1967,1,399,2018,4,172900,WRDConv,Normal
535478050,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010,14TH,34000,0,101800,135800,N Ames,6950,Dwg&Lot,0,1,1962,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,995,605,6,3,0,0,Detachd,1968,1,264,2019,4,142500,COD/Est,Normal
535478100,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,50014,13TH,36700,0,109900,146600,N Ames,7000,Dwg&Lot,0,1,1962,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1096,1096,6,3,0,0,Carport,1962,1,288,2016,6,150000,WRDConv,Normal
902105010,RESIDENTIAL,2-STORY 1945 & OLDER,50010,12TH,29100,0,87400,116500,OldTown,4800,Dwg&Lot,0,1,1910,Brk/Til,CompShg,AsbShng,AsbShng,None,GasFWA,No,1360,680,6,2,0,0,Attachd,1910,1,330,2016,4,55500,WRDConv,Abnorml
902105010,RESIDENTIAL,2-STORY 1945 & OLDER,50010,12TH,29100,0,87400,116500,OldTown,4800,Dwg&Lot,0,1,1910,Brk/Til,CompShg,AsbShng,AsbShng,None,GasFWA,No,1360,680,6,2,0,0,Attachd,1910,1,330,2016,4,92650,WRDConv,Normal
902105010,RESIDENTIAL,2-STORY 1945 & OLDER,50010,12TH,29100,0,87400,116500,OldTown,4800,Dwg&Lot,0,1,1910,Brk/Til,CompShg,AsbShng,AsbShng,None,GasFWA,No,1360,680,6,2,0,0,Attachd,1910,1,330,2016,3,68880,Other,Abnorml
902105070,RESIDENTIAL,1-STORY 1945 & OLDER,50010,11TH,34200,0,102500,136700,OldTown,5760,Dwg&Lot,0,1,1920,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1010,1010,6,2,0,0,None,0,0,0,2019,5,152000,WRDConv,Normal
902105070,RESIDENTIAL,1-STORY 1945 & OLDER,50010,11TH,34200,0,102500,136700,OldTown,5760,Dwg&Lot,0,1,1920,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1010,1010,6,2,0,0,None,0,0,0,2018,2,40000,WRDConv,Abnorml
902106010,RESIDENTIAL,2-STORY 1945 & OLDER,50010,11TH,46300,0,139100,185400,OldTown,6406,Dwg&Lot,0,1,1939,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1558,690,7,3,1,0,Detachd,1939,2,400,2017,8,200000,WRDConv,Normal
902106020,RESIDENTIAL,2-STORY 1945 & OLDER,50010,11TH,39000,0,116800,155800,OldTown,6406,Dwg&Lot,0,1,1938,P'Conc,CompShg,Wd Sdng,Stucco,None,GasFWA,Yes,1370,688,6,3,1,0,Detachd,1938,1,390,2016,6,199900,WRDConv,Normal
902100130,RESIDENTIAL,2-STORY 1945 & OLDER,50010,12TH,37800,0,113200,151000,OldTown,9906,Dwg&Lot,0,1,1925,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,No,1327,686,8,3,0,0,Detachd,2013,1,884,2017,8,183500,WRDConv,Normal
902101090,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,WILSON,50500,0,151300,201800,OldTown,8250,Dwg&Lot,0,1,1920,C'Block,CompShg,CemntBd,CmentBd,None,GasFWA,Yes,1648,637,8,3,0,0,Detachd,1920,1,216,2019,2,219000,WRDConv,Normal
902101090,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,WILSON,50500,0,151300,201800,OldTown,8250,Dwg&Lot,0,1,1920,C'Block,CompShg,CemntBd,CmentBd,None,GasFWA,Yes,1648,637,8,3,0,0,Detachd,1920,1,216,2017,10,229000,WRDConv,Normal
902102060,RESIDENTIAL,2-STORY 1945 & OLDER,50010,BURNETT,44600,0,133800,178400,OldTown,10440,Dwg&Lot,0,1,1904,P'Conc,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1539,650,8,3,1,0,Detachd,1983,2,686,2017,5,191500,WRDConv,Normal
902102100,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,CLARK,30700,0,92000,122700,OldTown,4800,Dwg&Lot,0,1,1900,P'Conc,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1844,709,9,3,2,0,Basment,1900,1,240,2019,4,60000,WRDConv,Abnorml
902103035,RESIDENTIAL,2-STORY 1945 & OLDER,50010,12TH,40600,0,121900,162500,OldTown,10235,Dwg&Lot,0,1,1925,Brk/Til,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1352,676,6,3,1,0,Detachd,2003,2,660,2016,12,175000,WRDConv,Normal
902103040,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,WILSON,23000,0,69000,92000,OldTown,9600,Dwg&Lot,0,1,1904,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,No,880,508,5,2,0,0,Detachd,1975,2,576,2017,12,60000,WRDConv,Normal
902103130,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,GRAND,34300,0,103000,137300,OldTown,9184,Dwg&Lot,0,1,1915,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,No,1554,943,7,3,0,0,Detachd,1954,1,280,2017,5,150000,WRDConv,Normal
902103140,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,50010,GRAND,34200,0,102500,136700,OldTown,9184,Dwg&Lot,0,1,1910,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1523,924,7,2,0,0,Detachd,1910,1,281,2018,6,130000,WRDConv,Normal
902103170,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,GRAND,31100,0,93100,124200,OldTown,5720,Dwg&Lot,0,1,1941,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1131,676,5,3,0,0,Detachd,1941,1,200,2016,1,125000,WRDConv,Normal
902104020,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,CLARK,41500,0,124500,166000,OldTown,9600,Dwg&Lot,0,1,1900,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1416,780,7,3,0,0,Detachd,1956,2,400,2019,4,179000,WRDConv,Normal
902104060,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,CLARK,30000,0,89900,119900,OldTown,8800,Dwg&Lot,0,1,1910,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1176,576,7,3,0,0,None,0,0,0,2016,10,134750,WRDConv,Normal
902104095,RESIDENTIAL,1-1/2 STORY - UNFINISHED ALL AGES,50010,WILSON,29100,0,87400,116500,OldTown,6002,Dwg&Lot,0,1,1905,P'Conc,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1119,780,7,2,0,0,Detachd,1912,1,272,2017,8,96454,WRDConv,Alloca
902106140,RESIDENTIAL,1-STORY 1945 & OLDER,50010,GRAND,38700,0,116100,154800,OldTown,8960,Dwg&Lot,0,1,1927,C'Block,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,1028,1008,5,2,1,0,Detachd,1927,2,360,2017,7,151000,WRDConv,Normal
902134140,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50010,BURNETT,31200,0,93700,124900,OldTown,6909,Dwg&Lot,0,1,1920,Brk/Til,CompShg,MetalSd,MetalSd,None,GasFWA,No,2348,1174,10,4,0,0,None,0,0,0,2016,11,135000,WRDConv,Normal
902107070,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,50010,WILSON,28500,0,85300,113800,OldTown,8250,Dwg&Lot,0,1,1900,Slab,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1368,0,7,2,0,0,No Data,0,0,0,2016,8,127000,WRDConv,Normal
902107080,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50014,WILSON,58800,0,176500,235300,OldTown,8250,Dwg&Lot,0,1,1997,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,2372,1364,10,5,0,0,Detachd,1950,2,400,2017,1,122000,CtrLwDn,Abnorml
902108070,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,50010,10TH,30800,0,92400,123200,OldTown,5640,Dwg&Lot,0,1,1910,P'Conc,CompShg,MetalSd,MetalSd,None,GasFWA,No,1440,720,7,2,0,0,Detachd,1924,1,180,2016,1,105000,WRDConv,Normal
902109010,RESIDENTIAL,1-STORY 1945 & OLDER,50010,10TH,30700,0,91900,122600,OldTown,5684,Dwg&Lot,0,1,1930,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,813,813,5,2,0,0,Detachd,1932,1,270,2017,9,121000,WRDConv,Normal
902109060,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,WILSON,30900,0,92600,123500,OldTown,4536,Dwg&Lot,0,1,1910,P'Conc,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,1338,656,7,3,0,0,None,0,0,0,2018,8,148900,WRDConv,Normal
902109060,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,WILSON,30900,0,92600,123500,OldTown,4536,Dwg&Lot,0,1,1910,P'Conc,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,1338,656,7,3,0,0,None,0,0,0,2017,12,80000,COD/Est,Normal
902109150,RESIDENTIAL,2-STORY 1945 & OLDER,50010,GRAND,47200,0,141500,188700,OldTown,9600,Dwg&Lot,0,1,1916,Brk/Til,CompShg,MetalSd,MetalSd,None,Gravity,No,2548,815,9,5,1,0,Basment,1927,1,513,2016,4,205000,WRDConv,Normal
902109160,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,GRAND,39200,0,117400,156600,OldTown,7308,Dwg&Lot,0,1,1920,Brk/Til,CompShg,WdShing,Wd Shng,None,GasFWA,No,1740,936,6,2,1,0,Detachd,1920,1,225,2018,2,174000,WRDConv,Normal
902109160,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,GRAND,39200,0,117400,156600,OldTown,7308,Dwg&Lot,0,1,1920,Brk/Til,CompShg,WdShing,Wd Shng,None,GasFWA,No,1740,936,6,2,1,0,Detachd,1920,1,225,2016,9,165000,WRDConv,Normal
902110080,RESIDENTIAL,2-STORY 1946 & NEWER,50010,9TH,41000,0,123000,164000,OldTown,3378,Dwg&Lot,0,1,1946,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1389,651,6,3,2,0,Detachd,1947,1,240,2016,3,148000,WRDConv,Normal
902110130,RESIDENTIAL,1-STORY 1945 & OLDER,50010,WILSON,34000,0,101800,135800,OldTown,7741,Dwg&Lot,0,1,1924,Brk/Til,CompShg,MetalSd,MetalSd,None,GasFWA,No,1032,1032,5,2,0,0,Detachd,1995,1,280,2018,7,150570,WRDConv,Normal
902111080,RESIDENTIAL,2-STORY 1945 & OLDER,50010,9TH,40800,0,122300,163100,OldTown,3600,Dwg&Lot,0,1,1923,Brk/Til,CompShg,Wd Sdng,Stucco,None,GasHWat,No,2181,883,9,3,1,0,BuiltIn,1923,1,258,2016,6,140000,COD/Est,Abnorml
902111090,RESIDENTIAL,2-STORY 1945 & OLDER,50010,9TH,51900,0,155800,207700,OldTown,4699,Dwg&Lot,0,1,1915,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1796,904,9,4,2,0,Attachd,1915,1,396,2016,5,229900,WRDConv,Normal
902111110,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,CLARK,37500,0,112600,150100,OldTown,7968,Dwg&Lot,0,1,1910,Stone,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,No,1464,252,9,3,0,0,Detachd,2002,1,312,2018,10,164000,WRDConv,Normal
902125095,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,12TH,19500,0,58300,77800,OldTown,3771,Dwg&Lot,0,1,1900,Brk/Til,CompShg,VinylSd,VinylSd,None,GasFWA,No,770,360,4,2,0,0,None,0,0,0,2017,8,103000,WRDConv,Normal
902125130,RESIDENTIAL,2-STORY 1945 & OLDER,50010,BURNETT,51500,0,154400,205900,OldTown,10800,Dwg&Lot,0,1,1920,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1690,845,7,4,0,0,Attachd,2018,2,710,2018,2,91500,WRDConv,Normal
902125140,RESIDENTIAL,1-STORY 1945 & OLDER,50010,BURNETT,41400,0,124200,165600,OldTown,10800,Dwg&Lot,0,1,1925,Brk/Til,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1056,864,5,2,0,0,Detachd,1996,2,400,2019,4,172000,WRDConv,Normal
902128020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,12TH,34800,0,104300,139100,OldTown,7200,Dwg&Lot,0,1,1950,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,864,576,5,2,0,0,Detachd,1952,1,528,2017,10,169900,WRDConv,Normal
902128020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,12TH,34800,0,104300,139100,OldTown,7200,Dwg&Lot,0,1,1950,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,864,576,5,2,0,0,Detachd,1952,1,528,2016,3,150000,WRDConv,Family
902128110,RESIDENTIAL,1-STORY 1945 & OLDER,50010,11TH,45800,0,137400,183200,OldTown,10800,Dwg&Lot,0,1,1952,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1687,1191,6,3,1,0,Attachd,1930,2,450,2019,2,155000,WRDConv,Normal
902128140,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,BURNETT,54900,0,164800,219700,OldTown,6600,Dwg&Lot,0,1,1945,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,2106,832,8,4,0,0,Attachd,1945,1,240,2019,1,124950,WRDConv,Abnorml
902128140,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,BURNETT,54900,0,164800,219700,OldTown,6600,Dwg&Lot,0,1,1945,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,2106,832,8,4,0,0,Attachd,1945,1,240,2018,7,164526,Other,Abnorml
902128150,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,BURNETT,43000,0,128900,171900,OldTown,10800,Dwg&Lot,0,1,1940,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1436,884,8,3,2,0,Detachd,1940,2,828,2019,4,157500,WRDConv,Normal
902128170,RESIDENTIAL,1-STORY 1945 & OLDER,50010,BURNETT,35900,0,107800,143700,OldTown,7200,Dwg&Lot,0,1,1940,C'Block,CompShg,MetalSd,MetalSd,Stone,GasFWA,Yes,804,788,4,2,2,0,Attachd,1940,1,240,2016,8,150000,WRDConv,Normal
902134060,RESIDENTIAL,2-STORY 1945 & OLDER,50010,KELLOGG,28400,0,85200,113600,OldTown,7614,Dwg&Lot,0,1,1905,Brk/Til,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1376,738,7,2,0,0,Detachd,1930,1,216,2018,3,127500,WRDConv,Normal
902135020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010,10TH,34800,0,104500,139300,OldTown,6000,Dwg&Lot,0,1,1953,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,No,936,936,4,2,0,0,Detachd,1974,2,576,2016,11,125000,WRDConv,Normal
902135040,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,DOUGLAS,37500,0,112300,149800,OldTown,6000,Dwg&Lot,0,1,1950,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1148,768,6,3,0,0,Detachd,1950,1,308,2016,7,135000,WRDConv,Normal
902135085,RESIDENTIAL,2-1/2 STORY ALL AGES,50010,9TH,59000,0,177100,236100,OldTown,9271,Dwg&Lot,0,1,1929,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,2361,1041,8,4,1,0,Detachd,1954,2,528,2016,1,217200,WRDConv,Normal
902135100,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,KELLOGG,32900,0,98600,131500,OldTown,5166,Dwg&Lot,0,1,1920,Brk/Til,CompShg,Wd Sdng,Wd Shng,None,GasFWA,Yes,1211,624,6,3,0,0,Detachd,1920,1,166,2019,5,172000,WRDConv,Normal
902136110,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,9TH,32800,0,98300,131100,OldTown,5914,Dwg&Lot,0,1,1890,Brk/Til,CompShg,Wd Sdng,HdBoard,None,GasFWA,Yes,1080,684,5,3,0,0,None,0,0,0,2016,4,118000,WRDConv,Normal
902136130,RESIDENTIAL,2-STORY 1945 & OLDER,50010,9TH,35100,0,105100,140200,OldTown,4800,Dwg&Lot,0,1,1934,Brk/Til,CompShg,Wd Sdng,Wd Shng,BrkFace,GasFWA,Yes,1248,624,6,3,0,0,Detachd,1934,1,379,2016,4,140000,WRDConv,Normal
902201090,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010,12TH,36900,0,110700,147600,OldTown,9000,Dwg&Lot,0,1,1900,Brk/Til,CompShg,Stucco,Stucco,None,GasFWA,Yes,1174,680,6,2,1,0,Detachd,2000,2,576,2019,2,142000,WRDConv,Normal
902201100,RESIDENTIAL,1-STORY 1945 & OLDER,50010,CARROLL,24100,0,72300,96400,OldTown,6000,Dwg&Lot,0,1,1910,P'Conc,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,527,527,3,1,0,0,Detachd,2000,1,384,2017,5,85000,WRDConv,Normal
