GeoRefNo,ClassPr_S,ClassSc_S,MA_Zip1,PA-Strt,LndAc_S,ImpAc_S,OthAc_S,TtlVal_AsrYr,Neighborhood,LotArea,ParType,BldgNo_S,DwlgNo_S,YrBuilt,Foundation,RoofMatl,Ext1,Ext2,MasVnrType,Heating,Central Air,GLA,TtlBsmtSF,TotRmsAbvGrd,NmbrBRs,Fireplaces,PoolArea,GarageType,GarYrBlt,Cars,GarageArea,YrSold_YYYY,MoSold_MM,Neighborhood_RecentSoldPrice
535401170,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,MAXWELL,45300,0,136000,181300,N Ames,8378.0,Dwg&Lot,0,1,1966.0,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1197.0,1197.0,5.0,3.0,0.0,0.0,Attachd,1966.0,2.0,463.0,None,None,181300
535401180,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,71400,0,214100,285500,N Ames,9650.0,Dwg&Lot,0,1,1968.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1882.0,1882.0,7.0,3.0,1.0,0.0,Basment,1968.0,2.0,576.0,None,None,285500
535402010,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50014.0,20TH,49600,0,148700,198300,N Ames,9671.0,Dwg&Lot,0,1,1969.0,C'Block,CompShg,MetalSd,MetalSd,Stone,GasFWA,Yes,2544.0,1248.0,12.0,6.0,0.0,0.0,Attachd,1969.0,3.0,907.0,None,None,198300
535402020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,MAXWELL,55200,0,165400,220600,N Ames,11410.0,Dwg&Lot,0,1,1967.0,C'Block,CompShg,Plywood,HdBoard,BrkFace,GasFWA,Yes,1720.0,1440.0,7.0,3.0,1.0,0.0,Attachd,1967.0,2.0,440.0,None,None,220600
535402030,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,54900,0,164800,219700,N Ames,11500.0,Dwg&Lot,0,1,1967.0,C'Block,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,1490.0,1173.0,6.0,3.0,1.0,0.0,Attachd,1967.0,2.0,500.0,2017.0,10.0,219700
535402040,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,59300,0,177900,237200,N Ames,12950.0,Dwg&Lot,0,1,1968.0,C'Block,CompShg,MetalSd,MetalSd,Brk Cmn,GasFWA,Yes,1672.0,528.0,7.0,3.0,1.0,0.0,Attachd,1968.0,2.0,528.0,None,None,237200
535402050,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,MAXWELL,61100,0,183300,244400,N Ames,14544.0,Dwg&Lot,0,1,1967.0,C'Block,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1521.0,1521.0,6.0,3.0,0.0,0.0,Attachd,1967.0,2.0,601.0,2016.0,4.0,244400
535402060,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,MAXWELL,49000,0,146800,195800,N Ames,15400.0,Dwg&Lot,0,1,1966.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1190.0,1190.0,5.0,3.0,1.0,0.0,Attachd,1966.0,2.0,431.0,None,None,195800
535402070,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,47300,0,142000,189300,N Ames,13400.0,Dwg&Lot,0,1,1966.0,C'Block,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1080.0,1024.0,6.0,3.0,1.0,0.0,Attachd,1966.0,2.0,484.0,2019.0,5.0,189300
535402070,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,47300,0,142000,189300,N Ames,13400.0,Dwg&Lot,0,1,1966.0,C'Block,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1080.0,1024.0,6.0,3.0,1.0,0.0,Attachd,1966.0,2.0,484.0,2018.0,4.0,189300
535402080,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,MAXWELL,51500,0,154300,205800,N Ames,10978.0,Dwg&Lot,0,1,1964.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1510.0,1320.0,6.0,3.0,1.0,0.0,Attachd,1964.0,2.0,531.0,None,None,205800
535402090,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,MAXWELL,49200,0,147500,196700,N Ames,10143.0,Dwg&Lot,0,1,1963.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1380.0,1380.0,6.0,3.0,0.0,0.0,Attachd,1963.0,1.0,364.0,None,None,196700
535402100,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50014.0,MAXWELL,47000,0,141100,188100,N Ames,10184.0,Dwg&Lot,0,1,1963.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1146.0,1083.0,6.0,3.0,1.0,0.0,Attachd,1963.0,1.0,294.0,None,None,188100
535402110,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,MAXWELL,45100,0,135300,180400,N Ames,9828.0,Dwg&Lot,0,1,1963.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1667.0,945.0,7.0,3.0,0.0,0.0,Attachd,1963.0,1.0,337.0,None,None,180400
535402120,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,MAXWELL,53700,0,161000,214700,N Ames,9247.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1716.0,858.0,8.0,4.0,1.0,0.0,Attachd,1962.0,2.0,490.0,2018.0,5.0,214700
535402130,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,39600,0,118600,158200,N Ames,9315.0,Dwg&Lot,0,1,1962.0,P'Conc,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1408.0,0.0,8.0,3.0,0.0,0.0,Attachd,1962.0,1.0,304.0,2019.0,2.0,158200
535402140,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,56300,0,169000,225300,N Ames,10090.0,Dwg&Lot,0,1,1963.0,C'Block,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1651.0,725.0,6.0,4.0,2.0,0.0,BuiltIn,1963.0,1.0,276.0,2016.0,8.0,225300
535402160,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,45300,0,135800,181100,N Ames,10110.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,MetalSd,MetalSd,Stone,GasFWA,Yes,1092.0,1048.0,6.0,3.0,1.0,0.0,Attachd,1962.0,2.0,624.0,None,None,181100
535402170,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,40500,0,121300,161800,N Ames,7810.0,Dwg&Lot,0,1,1961.0,C'Block,CompShg,BrkFace,Wd Sdng,None,GasFWA,Yes,1257.0,1257.0,5.0,3.0,1.0,0.0,Attachd,1961.0,1.0,324.0,None,None,161800
535402180,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,36100,0,108200,144300,N Ames,8700.0,Dwg&Lot,0,1,1961.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,888.0,920.0,5.0,3.0,0.0,0.0,Attachd,1961.0,1.0,240.0,2018.0,7.0,144300
535402190,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,O NEIL,53200,0,159500,212700,N Ames,8730.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,WdShing,Wd Shng,BrkFace,GasFWA,Yes,2248.0,1063.0,10.0,3.0,1.0,0.0,BuiltIn,1959.0,1.0,253.0,None,None,212700
535402200,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,51000,0,152900,203900,N Ames,9460.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1340.0,1000.0,6.0,3.0,1.0,0.0,Attachd,1959.0,1.0,288.0,None,None,203900
535402210,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,38600,0,115600,154200,N Ames,9495.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,958.0,958.0,6.0,3.0,0.0,0.0,Attachd,1962.0,1.0,308.0,None,None,154200
535402220,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,O NEIL,52400,0,157200,209600,N Ames,9786.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1734.0,916.0,7.0,3.0,1.0,0.0,Attachd,1962.0,2.0,440.0,None,None,209600
535402230,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,47300,0,141900,189200,N Ames,9510.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,HdBoard,HdBoard,Brk Cmn,GasFWA,Yes,1207.0,1135.0,6.0,3.0,0.0,0.0,Attachd,1962.0,1.0,264.0,2016.0,5.0,189200
535402240,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,53600,0,160700,214300,N Ames,10400.0,Dwg&Lot,0,1,1964.0,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1640.0,1260.0,6.0,3.0,1.0,0.0,Attachd,1964.0,1.0,392.0,None,None,214300
535402250,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,41100,0,123100,164200,N Ames,10700.0,Dwg&Lot,0,1,1965.0,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1024.0,1024.0,5.0,3.0,0.0,0.0,Attachd,1965.0,1.0,532.0,None,None,164200
535402260,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,40900,0,122700,163600,N Ames,11491.0,Dwg&Lot,0,1,1966.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1120.0,1120.0,5.0,3.0,0.0,0.0,Attachd,1966.0,1.0,392.0,None,None,163600
535402270,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,45300,0,135900,181200,N Ames,11500.0,Dwg&Lot,0,1,1967.0,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1040.0,1040.0,6.0,3.0,1.0,0.0,Attachd,1967.0,2.0,480.0,None,None,181200
535402280,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50010.0,DUFF,51200,0,153700,204900,N Ames,11306.0,Dwg&Lot,0,1,1969.0,C'Block,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,2592.0,1272.0,12.0,6.0,0.0,0.0,Attachd,1969.0,3.0,907.0,None,None,204900
535402290,RESIDENTIAL,SPLIT FOYER,50010.0,DUFF,49500,0,148600,198100,N Ames,16506.0,Dwg&Lot,0,1,1968.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1361.0,712.0,6.0,3.0,1.0,0.0,Basment,1968.0,2.0,536.0,None,None,198100
535402315,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50010.0,DUFF,57100,0,171100,228200,N Ames,12068.0,Dwg&Lot,0,1,1975.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,2580.0,1845.0,12.0,6.0,2.0,0.0,Attachd,1975.0,2.0,527.0,2016.0,11.0,228200
535402320,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,DUFF,64000,0,191800,255800,N Ames,8631.0,Dwg&Lot,0,1,2017.0,P'Conc,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1459.0,1459.0,7.0,3.0,0.0,0.0,Attachd,2017.0,2.0,503.0,2016.0,11.0,255800
535402330,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50014.0,DUFF,54800,0,164400,219200,N Ames,11643.0,Dwg&Lot,0,1,1969.0,C'Block,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,2634.0,1248.0,12.0,6.0,0.0,0.0,Detachd,1969.0,4.0,968.0,None,None,219200
535403010,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,44400,0,133000,177400,N Ames,10180.0,Dwg&Lot,0,1,1968.0,C'Block,CompShg,HdBoard,Plywood,None,GasFWA,Yes,1044.0,912.0,5.0,3.0,1.0,0.0,Attachd,1990.0,2.0,372.0,None,None,177400
535403020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,42000,0,126100,168100,N Ames,9010.0,Dwg&Lot,0,1,1968.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1035.0,984.0,5.0,3.0,0.0,0.0,Attachd,1968.0,2.0,504.0,None,None,168100
535403030,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,38100,0,114300,152400,N Ames,8300.0,Dwg&Lot,0,1,1968.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,952.0,952.0,5.0,3.0,0.0,0.0,Attachd,1968.0,1.0,288.0,None,None,152400
535403040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,34200,0,102600,136800,N Ames,7800.0,Dwg&Lot,0,1,1964.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,912.0,912.0,5.0,2.0,0.0,0.0,Attachd,1964.0,1.0,288.0,None,None,136800
535403050,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,45300,0,135800,181100,N Ames,7825.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1227.0,912.0,6.0,2.0,1.0,0.0,Attachd,1962.0,1.0,288.0,None,None,181100
535403060,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,O NEIL,43200,0,129600,172800,N Ames,8230.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1253.0,768.0,6.0,3.0,0.0,0.0,Attachd,1962.0,1.0,336.0,2017.0,8.0,172800
535403070,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,O NEIL,42600,0,127800,170400,N Ames,8160.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1260.0,327.0,7.0,3.0,0.0,0.0,BuiltIn,1962.0,1.0,453.0,None,None,170400
535403080,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,34500,0,103500,138000,N Ames,7700.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1008.0,1008.0,5.0,2.0,0.0,0.0,Attachd,1958.0,1.0,324.0,None,None,138000
535403090,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,49300,0,147800,197100,N Ames,10934.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1494.0,1056.0,6.0,3.0,2.0,0.0,Attachd,1958.0,1.0,288.0,None,None,197100
535403100,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,45500,0,136300,181800,N Ames,11826.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,Wd Sdng,Wd Shng,Brk Cmn,GasFWA,Yes,1393.0,902.0,7.0,4.0,0.0,0.0,Attachd,1959.0,1.0,288.0,None,None,181800
535403110,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,51800,0,155200,207000,N Ames,15320.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1539.0,1008.0,6.0,3.0,1.0,0.0,Attachd,1959.0,1.0,432.0,None,None,207000
535403120,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,O NEIL,50600,0,151600,202200,N Ames,16380.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1277.0,616.0,5.0,3.0,1.0,0.0,Attachd,1959.0,2.0,462.0,2016.0,11.0,202200
535403130,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,O NEIL,42300,0,127000,169300,N Ames,11580.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1293.0,1101.0,6.0,3.0,0.0,0.0,Attachd,1958.0,1.0,433.0,None,None,169300
535403140,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,MAXWELL,50200,0,150500,200700,N Ames,12240.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1906.0,460.0,6.0,3.0,1.0,0.0,Attachd,1962.0,1.0,276.0,None,None,200700
535403150,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,41600,0,124700,166300,N Ames,8910.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1194.0,655.0,6.0,3.0,0.0,0.0,BuiltIn,1954.0,2.0,539.0,2018.0,5.0,166300
535403170,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,33700,0,101100,134800,N Ames,8010.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,WdShing,Wd Shng,BrkFace,GasFWA,Yes,912.0,912.0,6.0,3.0,0.0,0.0,Attachd,1959.0,1.0,288.0,None,None,134800
535403180,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,33800,0,101500,135300,N Ames,8010.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,BrkFace,Wd Sdng,None,GasFWA,Yes,858.0,858.0,5.0,2.0,0.0,0.0,Attachd,1959.0,1.0,294.0,None,None,135300
535403190,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,47300,0,142000,189300,N Ames,8010.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,951.0,951.0,6.0,2.0,0.0,0.0,Detachd,1985.0,2.0,480.0,2018.0,7.0,189300
535403190,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,47300,0,142000,189300,N Ames,8010.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,951.0,951.0,6.0,2.0,0.0,0.0,Detachd,1985.0,2.0,480.0,2016.0,11.0,189300
535403200,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,33900,0,101600,135500,N Ames,7332.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,WdShing,Wd Shng,BrkFace,GasFWA,Yes,864.0,864.0,4.0,2.0,0.0,0.0,Attachd,1959.0,1.0,288.0,None,None,135500
535403210,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,44300,0,132800,177100,N Ames,10454.0,Dwg&Lot,0,1,1957.0,C'Block,CompShg,Plywood,Plywood,Stone,GasFWA,Yes,1105.0,1105.0,5.0,3.0,0.0,0.0,Detachd,1957.0,1.0,308.0,None,None,177100
535403220,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,48400,0,145300,193700,N Ames,12616.0,Dwg&Lot,0,1,1956.0,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1420.0,936.0,6.0,3.0,1.0,0.0,Attachd,1956.0,1.0,228.0,None,None,193700
535403230,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,44900,0,134600,179500,N Ames,9850.0,Dwg&Lot,0,1,1956.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1396.0,1040.0,7.0,3.0,1.0,0.0,Attachd,1956.0,1.0,264.0,None,None,179500
535403240,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,40900,0,122500,163400,N Ames,8794.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,1008.0,1008.0,6.0,3.0,0.0,0.0,Attachd,1958.0,1.0,288.0,None,None,163400
535403250,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,42400,0,127200,169600,N Ames,8489.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1196.0,1196.0,6.0,3.0,0.0,0.0,Detachd,1981.0,2.0,440.0,None,None,169600
535403260,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,38100,0,114400,152500,N Ames,7793.0,Dwg&Lot,0,1,1957.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1249.0,912.0,7.0,3.0,0.0,0.0,Attachd,1957.0,1.0,407.0,2018.0,7.0,152500
535403270,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,44500,0,133400,177900,N Ames,8280.0,Dwg&Lot,0,1,1957.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1312.0,1040.0,6.0,3.0,1.0,0.0,Attachd,1957.0,1.0,312.0,None,None,177900
535403280,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,45900,0,137700,183600,N Ames,8712.0,Dwg&Lot,0,1,1957.0,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1306.0,992.0,5.0,2.0,0.0,0.0,Detachd,1968.0,1.0,756.0,2017.0,8.0,183600
535403290,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,37800,0,113500,151300,N Ames,8715.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,988.0,912.0,6.0,2.0,2.0,0.0,Detachd,1959.0,1.0,308.0,2017.0,3.0,151300
535403300,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,34800,0,104300,139100,N Ames,9000.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,912.0,912.0,6.0,3.0,1.0,0.0,Detachd,1989.0,2.0,900.0,None,None,139100
535404010,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,CARROLL,34700,0,103900,138600,N Ames,8400.0,Dwg&Lot,0,1,1958.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,960.0,960.0,5.0,2.0,0.0,0.0,Detachd,1962.0,2.0,616.0,None,None,138600
535404020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50014.0,CARROLL,37100,0,111300,148400,N Ames,6800.0,Dwg&Lot,0,1,1957.0,C'Block,CompShg,HdBoard,HdBoard,None,GasFWA,Yes,1184.0,960.0,6.0,3.0,2.0,0.0,Carport,1957.0,1.0,264.0,None,None,148400
535404110,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,45300,0,135700,181000,N Ames,9166.0,Dwg&Lot,0,1,1957.0,C'Block,CompShg,WdShing,HdBoard,None,GasFWA,Yes,1423.0,1871.0,7.0,4.0,0.0,0.0,Attachd,1957.0,1.0,286.0,None,None,181000
535404120,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,16TH,40600,0,121900,162500,N Ames,9098.0,Dwg&Lot,0,1,1957.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1296.0,1040.0,6.0,3.0,0.0,0.0,Detachd,1979.0,2.0,576.0,None,None,162500
535404130,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,DUFF,38800,0,116200,155000,N Ames,11150.0,Dwg&Lot,0,1,1956.0,C'Block,CompShg,WdShing,Wd Shng,None,GasFWA,Yes,1320.0,1320.0,6.0,3.0,0.0,0.0,Carport,1956.0,1.0,391.0,None,None,155000
535425010,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,GEORGE ALLEN,74900,0,224600,299500,N Ames,11275.0,Dwg&Lot,0,1,1967.0,C'Block,WdShake,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,2978.0,710.0,11.0,5.0,1.0,0.0,BuiltIn,1961.0,2.0,564.0,None,None,299500
535425020,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,20TH,55800,0,167400,223200,N Ames,10800.0,Dwg&Lot,0,1,1959.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1838.0,636.0,8.0,4.0,1.0,0.0,BuiltIn,1959.0,2.0,473.0,None,None,223200
535425030,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50014.0,20TH,54700,0,164000,218700,N Ames,10800.0,Dwg&Lot,0,1,1960.0,C'Block,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,2071.0,598.0,8.0,3.0,1.0,0.0,BuiltIn,1960.0,1.0,297.0,2017.0,12.0,218700
535425040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,20TH,65000,0,194800,259800,N Ames,10800.0,Dwg&Lot,0,1,1961.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1773.0,1313.0,6.0,3.0,2.0,0.0,Attachd,1961.0,2.0,418.0,None,None,259800
535425050,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,20TH,48800,0,146500,195300,N Ames,11650.0,Dwg&Lot,0,1,1959.0,Slab,CompShg,Plywood,Plywood,Brk Cmn,GasFWA,Yes,1472.0,0.0,5.0,2.0,1.0,0.0,Attachd,1959.0,2.0,484.0,None,None,195300
535425060,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,MEADOWLANE,54900,0,164700,219600,N Ames,11355.0,Dwg&Lot,0,1,1958.0,C'Block,Tar&Grv,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1312.0,1312.0,6.0,3.0,1.0,0.0,Attachd,1958.0,2.0,495.0,None,None,219600
535425070,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,PAULSON,84600,0,253800,338400,N Ames,17638.0,Dwg&Lot,0,1,1960.0,C'Block,CompShg,Wd Sdng,CmentBd,Stone,GasFWA,Yes,2072.0,1485.0,6.0,4.0,2.0,0.0,Attachd,2010.0,3.0,1092.0,2017.0,8.0,338400
535425080,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,PAULSON,88200,0,264500,352700,N Ames,18275.0,Dwg&Lot,0,1,1962.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,2484.0,1438.0,9.0,3.0,2.0,0.0,Attachd,1962.0,2.0,441.0,None,None,352700
535425090,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GEORGE ALLEN,77400,0,232300,309700,N Ames,12400.0,Dwg&Lot,0,1,1960.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,2278.0,1676.0,10.0,2.0,1.0,0.0,Attachd,1960.0,2.0,576.0,None,None,309700
