GeoRefNo,ClassPr_S,ClassSc_S,MA_Zip1,PA-Strt,LndAc_S,ImpAc_S,OthAc_S,TtlVal_AsrYr,Neighborhood,LotArea,ParType,BldgNo_S,DwlgNo_S,YrBuilt,Foundation,RoofMatl,Ext1,Ext2,MasVnrType,Heating,Central Air,GLA,TtlBsmtSF,TotRmsAbvGrd,NmbrBRs,Fireplaces,PoolArea,GarageType,GarYrBlt,Cars,GarageArea,YrSold_YYYY,MoSold_MM,Neighborhood_RecentSoldPrice
533250150,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,GREENSBORO,72400,0,217300,289700,Veenker,10725.0,Dwg&Lot,0,1,1993.0,P'Conc,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1494.0,1494.0,5.0,2.0,1.0,0.0,Attachd,1993.0,2.0,478.0,None,None,289700
533250160,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,GREENSBORO,85900,0,257700,343600,Veenker,10846.0,Dwg&Lot,0,1,1993.0,P'Conc,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1719.0,1719.0,6.0,1.0,2.0,0.0,Attachd,1993.0,2.0,473.0,None,None,343600
533250170,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,GREENSBORO,75700,0,227000,302700,Veenker,8351.0,Dwg&Lot,0,1,1994.0,P'Conc,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1544.0,1519.0,5.0,1.0,2.0,0.0,Attachd,1994.0,2.0,500.0,None,None,302700
533250180,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,GREENSBORO,79800,0,239200,319000,Veenker,8365.0,Dwg&Lot,0,1,1994.0,P'Conc,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1719.0,1719.0,6.0,2.0,1.0,0.0,Attachd,1994.0,2.0,473.0,None,None,319000
533250190,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,GREENSBORO,81200,0,243600,324800,Veenker,9466.0,Dwg&Lot,0,1,1994.0,P'Conc,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1711.0,1494.0,5.0,1.0,1.0,0.0,Attachd,1994.0,2.0,478.0,2017.0,8.0,324800
533250200,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,GREENSBORO,75800,0,227400,303200,Veenker,8668.0,Dwg&Lot,0,1,1994.0,P'Conc,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1711.0,1494.0,4.0,1.0,1.0,0.0,Attachd,1994.0,2.0,478.0,None,None,303200
533251010,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,STANGE,35900,0,107800,143700,Veenker,21000.0,Dwg&Lot,0,1,1950.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,No,1172.0,698.0,6.0,3.0,0.0,0.0,Detachd,1950.0,1.0,250.0,None,None,143700
533251020,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50014.0,GREENSBORO,68600,0,205700,274300,Veenker,13500.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Plywood,ImStucc,None,GasFWA,Yes,1872.0,1344.0,8.0,3.0,1.0,0.0,Attachd,1976.0,2.0,384.0,None,None,274300
533251030,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,GREENSBORO,52600,0,157800,210400,Veenker,13559.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1248.0,1248.0,6.0,3.0,1.0,0.0,Attachd,1977.0,2.0,527.0,None,None,210400
533251040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,72700,0,218200,290900,Veenker,13500.0,Dwg&Lot,0,1,1977.0,P'Conc,CompShg,Wd Sdng,Plywood,Stone,GasFWA,Yes,1962.0,1541.0,7.0,3.0,1.0,0.0,Attachd,1977.0,2.0,576.0,None,None,290900
533251050,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,55000,0,164800,219800,Veenker,12600.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,BrkFace,Plywood,None,GasFWA,Yes,1575.0,1575.0,7.0,2.0,1.0,0.0,Attachd,1978.0,2.0,524.0,None,None,219800
533251060,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,53600,0,160800,214400,Veenker,10650.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1248.0,1248.0,4.0,1.0,0.0,0.0,Attachd,1978.0,2.0,512.0,None,None,214400
533251070,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,50014.0,PINEHURST,100000,0,300000,400000,Veenker,10800.0,Dwg&Lot,0,1,1999.0,P'Conc,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,2771.0,2713.0,14.0,4.0,2.0,0.0,Attachd,1999.0,5.0,1098.0,None,None,400000
533251080,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50014.0,PINEHURST,62700,0,187900,250600,Veenker,10014.0,Dwg&Lot,0,1,1983.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1904.0,1584.0,7.0,3.0,1.0,0.0,Attachd,1984.0,2.0,480.0,None,None,250600
533251090,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50014.0,PINEHURST,70800,0,212200,283000,Veenker,11056.0,Dwg&Lot,0,1,1979.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1745.0,1750.0,7.0,3.0,1.0,0.0,Attachd,1979.0,2.0,458.0,None,None,283000
533251100,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,PINEHURST,57800,0,173500,231300,Veenker,12000.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,MetalSd,MetalSd,None,GasFWA,Yes,1432.0,1432.0,6.0,2.0,1.0,0.0,Attachd,1978.0,2.0,440.0,None,None,231300
533251110,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,PINEHURST,86800,0,260400,347200,Veenker,12000.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,VinylSd,MetalSd,BrkFace,GasFWA,Yes,2362.0,2002.0,8.0,3.0,1.0,0.0,Attachd,1980.0,2.0,546.0,2018.0,3.0,347200
533251120,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,PINEHURST,51500,0,154600,206100,Veenker,11120.0,Dwg&Lot,0,1,1984.0,P'Conc,CompShg,Plywood,Plywood,None,GasFWA,Yes,1232.0,1232.0,6.0,3.0,0.0,0.0,Attachd,1984.0,2.0,516.0,2016.0,3.0,206100
533251130,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,PINEHURST,63800,0,191300,255100,Veenker,16157.0,Dwg&Lot,0,1,1978.0,P'Conc,CompShg,Plywood,Plywood,None,GasFWA,Yes,1432.0,1360.0,5.0,2.0,1.0,0.0,Attachd,1978.0,2.0,588.0,2018.0,5.0,255100
533251140,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,PINEHURST,46300,0,138900,185200,Veenker,10120.0,Dwg&Lot,0,1,1989.0,C'Block,CompShg,VinylSd,VinylSd,BrkFace,GasFWA,Yes,1300.0,1300.0,6.0,3.0,0.0,0.0,Attachd,1990.0,2.0,686.0,None,None,185200
533251150,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,PINEHURST,49900,0,149700,199600,Veenker,14074.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1461.0,1078.0,6.0,3.0,1.0,0.0,Attachd,1978.0,2.0,472.0,None,None,199600
533251160,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50014.0,PINEHURST,46600,0,139900,186500,Veenker,9740.0,Dwg&Lot,0,1,1978.0,Wood,CompShg,Plywood,Plywood,None,GasFWA,Yes,1200.0,1200.0,5.0,2.0,1.0,0.0,Attachd,1978.0,2.0,528.0,None,None,186500
533251170,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,PINEHURST,56600,0,169800,226400,Veenker,10257.0,Dwg&Lot,0,1,1980.0,Wood,CompShg,Plywood,Plywood,Stone,GasFWA,Yes,1264.0,1220.0,6.0,3.0,1.0,0.0,Attachd,1980.0,2.0,560.0,None,None,226400
533251180,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,PINEHURST,52700,0,158100,210800,Veenker,11700.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1209.0,1209.0,6.0,3.0,0.0,0.0,Attachd,1978.0,2.0,540.0,None,None,210800
533252010,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,64400,0,193300,257700,Veenker,11859.0,Dwg&Lot,0,1,1985.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1632.0,1632.0,6.0,3.0,1.0,0.0,Attachd,1985.0,2.0,528.0,None,None,257700
533252020,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,52500,0,157400,209900,Veenker,11250.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1208.0,1208.0,6.0,3.0,1.0,0.0,Attachd,1977.0,2.0,546.0,None,None,209900
533252040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,89500,0,268400,357900,Veenker,14694.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,MetalSd,MetalSd,BrkFace,GasFWA,Yes,1694.0,1694.0,5.0,2.0,1.0,0.0,Attachd,1977.0,2.0,642.0,None,None,357900
533252050,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,71400,0,214200,285600,Veenker,9900.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,2030.0,2030.0,8.0,3.0,1.0,0.0,Attachd,1977.0,2.0,552.0,None,None,285600
533252060,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,GREENSBORO,49600,0,148600,198200,Veenker,9900.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1362.0,1362.0,6.0,3.0,1.0,0.0,Attachd,1977.0,2.0,539.0,None,None,198200
533252070,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,GREENSBORO,51900,0,155500,207400,Veenker,9900.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,HdBoard,HdBoard,BrkFace,GasFWA,Yes,1929.0,768.0,9.0,4.0,1.0,0.0,Attachd,1976.0,2.0,443.0,None,None,207400
533252080,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,TORREY PINES,68300,0,204800,273100,Veenker,10800.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,2410.0,1326.0,8.0,4.0,1.0,0.0,Attachd,1976.0,2.0,484.0,None,None,273100
533252090,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,TORREY PINES,81300,0,244100,325400,Veenker,10583.0,Dwg&Lot,0,1,2016.0,P'Conc,CompShg,CemntBd,CmentBd,No Data,GasFWA,Yes,1950.0,1259.0,8.0,3.0,1.0,0.0,Attachd,2016.0,2.0,672.0,2017.0,4.0,325400
533252100,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,56800,0,213000,269800,Veenker,23220.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1497.0,1497.0,7.0,3.0,0.0,0.0,Attachd,1976.0,2.0,756.0,None,None,269800
533252110,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,TORREY PINES,68500,0,205500,274000,Veenker,17289.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1971.0,1022.0,7.0,4.0,1.0,0.0,Attachd,1977.0,2.0,638.0,2017.0,10.0,274000
533252120,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,66900,0,200800,267700,Veenker,10310.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,VinylSd,VinylSd,None,GasFWA,Yes,1563.0,1563.0,6.0,3.0,1.0,0.0,Attachd,1977.0,2.0,480.0,2018.0,5.0,267700
533252130,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,65800,0,197500,263300,Veenker,10768.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1437.0,1437.0,6.0,3.0,1.0,0.0,Attachd,1976.0,2.0,528.0,None,None,263300
533252140,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,TORREY PINES,86300,0,258900,345200,Veenker,9894.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,2281.0,1488.0,9.0,3.0,5.0,0.0,Attachd,1976.0,2.0,504.0,None,None,345200
533252150,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,54100,0,162100,216200,Veenker,9900.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1386.0,689.0,6.0,3.0,1.0,0.0,Attachd,1977.0,1.0,334.0,2018.0,4.0,216200
533252150,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,54100,0,162100,216200,Veenker,9900.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1386.0,689.0,6.0,3.0,1.0,0.0,Attachd,1977.0,1.0,334.0,2016.0,9.0,216200
533252160,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,65600,0,196600,262200,Veenker,9900.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1776.0,1392.0,6.0,3.0,1.0,0.0,Attachd,1976.0,2.0,528.0,None,None,262200
533252170,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,94500,0,283600,378100,Veenker,11770.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,2276.0,2276.0,7.0,3.0,2.0,0.0,Attachd,1976.0,2.0,528.0,None,None,378100
533252180,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,83900,0,251800,335700,Veenker,14162.0,Dwg&Lot,0,1,2015.0,P'Conc,CompShg,VinylSd,VinylSd,Stone,GasFWA,Yes,1696.0,1696.0,6.0,3.0,1.0,0.0,Attachd,2015.0,3.0,734.0,2016.0,9.0,335700
533252190,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,TORREY PINES,85700,0,256900,342600,Veenker,15464.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,3033.0,1787.0,8.0,4.0,1.0,0.0,Attachd,1976.0,2.0,569.0,None,None,342600
533252200,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,73800,0,221200,295000,Veenker,16195.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1947.0,1574.0,7.0,3.0,1.0,0.0,Attachd,1976.0,2.0,522.0,None,None,295000
533252210,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,62700,0,188200,250900,Veenker,12136.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,1810.0,1810.0,6.0,2.0,1.0,0.0,Attachd,1977.0,2.0,504.0,None,None,250900
533252220,RESIDENTIAL,2-STORY 1946 & NEWER,50014.0,TORREY PINES,59900,0,179500,239400,Veenker,10332.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Plywood,Plywood,Stone,GasFWA,Yes,1904.0,780.0,8.0,4.0,1.0,0.0,Attachd,1978.0,2.0,484.0,None,None,239400
533252230,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,TORREY PINES,57800,0,173400,231200,Veenker,10004.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1906.0,980.0,7.0,3.0,2.0,0.0,Attachd,1977.0,2.0,814.0,2018.0,2.0,231200
533252240,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,TORREY PINES,69600,0,208600,278200,Veenker,11210.0,Dwg&Lot,0,1,1979.0,P'Conc,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1965.0,1184.0,7.0,3.0,2.0,0.0,Attachd,1979.0,3.0,690.0,2016.0,5.0,278200
533253010,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,53200,0,159500,212700,Greens,4070.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,2.0,0.0,Attachd,1980.0,2.0,484.0,None,None,212700
533253020,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,53100,0,159200,212300,Greens,3880.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1226.0,1226.0,5.0,1.0,1.0,0.0,Attachd,1980.0,2.0,484.0,None,None,212300
533253030,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,53300,0,159800,213100,Greens,3760.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1235.0,1235.0,4.0,1.0,3.0,0.0,Attachd,1980.0,2.0,484.0,None,None,213100
533253040,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50014.0,PINEHURST,53100,0,159200,212300,Greens,3640.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1238.0,1238.0,4.0,1.0,1.0,0.0,Attachd,1980.0,2.0,484.0,None,None,212300
533253050,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,54400,0,163100,217500,Greens,3640.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1036.0,1036.0,4.0,1.0,1.0,0.0,Detachd,1980.0,2.0,484.0,2018.0,3.0,217500
533253060,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,40400,0,121200,161600,Greens,4420.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,788.0,728.0,3.0,1.0,1.0,0.0,Detachd,1980.0,2.0,484.0,None,None,161600
533253070,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,52400,0,157300,209700,Greens,3782.0,Dwg&Lot,0,1,1981.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,2.0,0.0,Attachd,1981.0,2.0,484.0,None,None,209700
533253080,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,47500,0,142500,190000,Greens,3874.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1036.0,1036.0,4.0,1.0,1.0,0.0,Detachd,1980.0,2.0,484.0,None,None,190000
533253090,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,50600,0,151600,202200,Greens,3874.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,1.0,0.0,Attachd,1980.0,2.0,484.0,None,None,202200
533253100,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,51400,0,154100,205500,Greens,3479.0,Dwg&Lot,0,1,1981.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,0.0,0.0,Attachd,1981.0,2.0,484.0,None,None,205500
533253110,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,52100,0,156300,208400,Greens,3479.0,Dwg&Lot,0,1,1981.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,1.0,0.0,Attachd,1981.0,2.0,484.0,2016.0,10.0,208400
533253120,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,50500,0,151400,201900,Greens,3479.0,Dwg&Lot,0,1,1982.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1205.0,1205.0,4.0,1.0,1.0,0.0,Attachd,1982.0,2.0,484.0,None,None,201900
533253130,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,58600,0,175900,234500,Greens,3919.0,Dwg&Lot,0,1,1981.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1807.0,1226.0,6.0,2.0,1.0,0.0,Attachd,1981.0,2.0,484.0,None,None,234500
533253150,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,51800,0,155500,207300,Greens,3733.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1296.0,1036.0,5.0,1.0,1.0,0.0,Attachd,1978.0,2.0,484.0,None,None,207300
533253160,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,PINEHURST,53400,0,160000,213400,Greens,3876.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,1.0,0.0,Attachd,1978.0,2.0,484.0,None,None,213400
533253170,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,50010.0,TORREY PINES,57600,0,172900,230500,Greens,3840.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1863.0,1226.0,5.0,3.0,2.0,0.0,Attachd,1978.0,2.0,484.0,2016.0,8.0,230500
533253180,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,TORREY PINES,53400,0,160100,213500,Greens,3840.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1295.0,1057.0,4.0,1.0,2.0,0.0,Attachd,1978.0,2.0,571.0,None,None,213500
533253190,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,TORREY PINES,52100,0,156200,208300,Greens,3840.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,1.0,0.0,Attachd,1978.0,2.0,484.0,None,None,208300
533253200,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,50010.0,TORREY PINES,58200,0,174500,232700,Greens,3840.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Wd Sdng,None,GasFWA,Yes,1919.0,1226.0,5.0,3.0,1.0,0.0,Attachd,1978.0,2.0,484.0,None,None,232700
533253210,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,TORREY PINES,53800,0,161500,215300,Greens,3880.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1226.0,1226.0,4.0,1.0,1.0,0.0,Attachd,1978.0,2.0,484.0,None,None,215300
533253220,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,50010.0,TORREY PINES,53100,0,159100,212200,Greens,3880.0,Dwg&Lot,0,1,1978.0,C'Block,CompShg,Wd Sdng,Plywood,None,GasFWA,Yes,1226.0,1226.0,5.0,1.0,1.0,0.0,Attachd,1978.0,2.0,484.0,None,None,212200
533254010,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,71000,0,212800,283800,Veenker,13200.0,Dwg&Lot,0,1,1977.0,C'Block,Tar&Grv,Plywood,Plywood,None,GasFWA,Yes,1602.0,1602.0,5.0,2.0,1.0,0.0,Attachd,1977.0,2.0,588.0,None,None,283800
533254020,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,TORREY PINES,93300,0,279700,373000,Veenker,13200.0,Dwg&Lot,0,1,1980.0,C'Block,CompShg,Plywood,Plywood,BrkFace,GasFWA,Yes,2569.0,1442.0,8.0,4.0,2.0,0.0,Attachd,1981.0,2.0,519.0,None,None,373000
533254030,RESIDENTIAL,SPLIT OR MULTI-LEVEL,50010.0,TORREY PINES,87000,0,260900,347900,Veenker,17855.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Wd Sdng,Wd Sdng,BrkFace,GasFWA,Yes,1948.0,1948.0,5.0,4.0,2.0,0.0,Attachd,1976.0,2.0,722.0,None,None,347900
533254040,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,73700,0,221100,294800,Veenker,16430.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Stucco,ImStucc,None,GasFWA,Yes,1651.0,870.0,5.0,2.0,1.0,0.0,Attachd,1976.0,2.0,490.0,None,None,294800
533254050,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,50010.0,TORREY PINES,82700,0,247900,330600,Veenker,15417.0,Dwg&Lot,0,1,1981.0,C'Block,CompShg,BrkFace,BrkFace,None,GasFWA,Yes,1830.0,1830.0,7.0,2.0,0.0,0.0,Attachd,1981.0,2.0,540.0,None,None,330600
533254060,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,TORREY PINES,74400,0,223200,297600,Veenker,15417.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,HdBoard,ImStucc,BrkFace,GasFWA,Yes,2264.0,876.0,10.0,4.0,1.0,0.0,Attachd,1977.0,2.0,839.0,None,None,297600
533254070,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,50010.0,TORREY PINES,83500,0,250700,334200,Veenker,15000.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Plywood,ImStucc,BrkFace,GasFWA,Yes,2410.0,1797.0,8.0,3.0,1.0,0.0,Attachd,1977.0,2.0,627.0,2017.0,5.0,334200
533254080,RESIDENTIAL,2-STORY 1946 & NEWER,50010.0,TORREY PINES,63000,0,189100,252100,Veenker,20982.0,Dwg&Lot,0,1,1976.0,C'Block,CompShg,Plywood,Plywood,None,GasFWA,Yes,1762.0,988.0,7.0,3.0,1.0,0.0,Detachd,1976.0,2.0,484.0,None,None,252100
533350060,RESIDENTIAL,2-STORY 1946 & NEWER,50014.0,KINGMAN,95500,0,286600,382100,Veenker,14110.0,Dwg&Lot,0,1,1988.0,P'Conc,CompShg,HdBoard,ImStucc,BrkFace,GasFWA,Yes,2647.0,1448.0,7.0,3.0,1.0,0.0,BuiltIn,1988.0,2.0,580.0,None,None,382100
533350070,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,50014.0,AMHERST,91000,0,272900,363900,Veenker,17844.0,Dwg&Lot,0,1,1977.0,C'Block,CompShg,Plywood,BrkFace,None,GasFWA,Yes,2191.0,2403.0,8.0,3.0,2.0,0.0,Attachd,1977.0,2.0,567.0,None,None,363900
